,Unnamed: 0,PWSID,System Name,"County, Municipality",Client/System(agra),hyperlink,address,lat,lon,pwsid2
0,0,NJ1611309,SKYLINE DENTAL CARE,"Passaic, Ringwood Boro",10 Greenwood Lake Turnpike LLC,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=6691&active1=A,10 GREENWOOD LK TPKE Ringwood NJ 07456,41.0721111,-74.2809047,NJ1611309
1,1,NJ2104342,10-31 INC,"Warren, Blairstown Twp.",10-31 Inc (McGowan),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=8862&active1=A,2 WEST CRISMAN RD Blairstown Twp NJ 07825,40.9626094,-75.04026019999999,NJ2104342
2,2,NJ1414409,#45 SOUTH PLAZA PHASE #1,"Morris, Jefferson Twp",15 South Plaza 1 - Jefferson (Arch Bldg),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=5008&active1=A,706 RT 15 SOUTH Lake Hopatcong NJ 07849,40.9576699,-74.5981798,NJ1414409
3,3,NJ1414414,JEFFERSON STRIP MALL,"Morris, Jefferson Twp",15 South Plaza ll - Jefferson (Arch Bldg),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=5013&active1=A,706 RT 15 Jefferson Twp NJ 07849,40.9576699,-74.5981798,NJ1414414
4,4,NJ1106343,2490 PROFESSIONAL CENTER,"Mercer, Hopewell Twp",2490 Proffesional Center (MARLBORO),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=3341&active1=A,2490 PENNINGTON RD Pennington NJ 08534,40.30317230000001,-74.783205,NJ1106343
5,5,NJ1427364,ENVIRONMENTAL DEVELOPMENT ASSC,"Morris, Mount Olive Twp",3 Gold Mine Rd/Parks Property Management (formerly EDA),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=4462&active1=A,3 GOLD MINE RD Flanders NJ 07836,40.8803097,-74.6972171,NJ1427364
6,6,NJ1407319,415 ASSOCIATES,"Morris, Chester Twp",415 Associates,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=4374&active1=A,415 RT 24 Chester Twp NJ 07930,40.7788107,-74.6662541,NJ1407319
7,7,NJ1106400,84 HOPEWELL LLC,"Mercer, Hopewell Twp",84 Hopewell LLC (MARLBORO),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=8950&active1=A,84 RT 31 N STE 201 Pennington NJ 08534,40.3462766,-74.7972935,NJ1106400
8,8,NJ1905351,ACORN LANDING,"Sussex, Frankford Twp",Acorn Landing,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=8949&active1=A,96 BROAD ST Branchville NJ 07826,41.1397108,-74.7411364,NJ1905351
9,9,NJ1006373,ACORN MONTESSORI SCHOOL BUILDING #2,"Hunterdon, Clinton Twp",Acorn Montessori School Building # 2 (McGowan),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=9054&active1=A,1222 RT 31 BLDG 2 Clinton Twp NJ 08833,40.6009172,-74.8731451,NJ1006373
10,10,NJ1006333,ACORN MONTESSORI SCHOOL BUILDING # 3,"Hunterdon, Clinton Twp",Acorn Montessori School Building # 3 (McGowan),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=3684&active1=A,1222 RT 31 BLDG # 3 Lebanon NJ 08833,40.6009172,-74.8731451,NJ1006333
11,11,NJ1006376 ,ACORN MONTESSORI SCHOOL TODDLER HOUSE,"Hunterdon, Clinton Twp",Acorn Montessori School Building #5 - Toddler (McGowan),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=9057&active1=A,1222 RT 31 BLDG 5 Clinton NJ 08833,40.6009172,-74.8731451,NJ1006376
12,12,NJ1904352,ACORN PLAZA - SUPER X,"Sussex, Byram Twp",Acorn Plaza - Super X,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=7180&active1=A,8 RT 206 Byram Twp NJ 07874,40.92162,-74.7176578,NJ1904352
13,13,NJ1924348,AIRPORT GILL TWO,Sussex,Airport Diner,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=7064&active1=A,51 RT 639 Wantage Twp NJ 07461,41.2404056,-74.64004320000001,NJ1924348
14,14,NJ1001308 ,ALEXANDRIA MIDDLE SCHOOL,"Hunterdon, Alexandria Twp",Alexandria Middle School (MARLBORO),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=3369&active1=A,557 RT 513 Pittstown NJ 08867,40.5726884,-75.0132869,NJ1001308
15,15,NJ1615449,ALFA DEVELOPMENT INC.,"Passaic, West Milford Twp","Alfa Development (contact Jeremy Carr for access, before 8AM and after 3PM are the times he has given)",https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=9195&active1=A,39 OAK RIDGE RD West Milford NJ 07480,41.0522517,-74.4607371,NJ1615449
16,16,NJ1414324,ALICES,"Morris, Jefferson Twp",Alice's Restaurant,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=4692&active1=A,24 NOLANS PT PARK RD Lake Hopatcong NJ 07849,40.9479543,-74.628472,NJ1414324
17,17,NJ1611318,ALL STAR KIDS ACADEMY,"Passaic, Ringwood Boro",All Star Kids Academy (McGowan),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=6761&active1=A,21 GREENWOOD LK TPKE Ringwood NJ 07456,41.0728312,-74.2815236,NJ1611318
18,18,NJ0110320,AMERICAN GALVANIZING CO,"Atlantic, Folsom Boro",American Galvanizing Company (MARLBORO),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=1147&active1=A,ROUTE 54 SOUTH OF BLACK HORSE PIKE Folsom NJ 08037,39.5952945,-74.8507727,NJ0110320
19,19,NJ1902359,ANDOVER MARKET,"Sussex, Andover Twp",Andover Krauzer's,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=8674&active1=A,454 RT 206 Andover NJ 07860,40.9997526,-74.7489466,NJ1902359
20,20,NJ1407313,AP CHESTER PROPERTIES LLC,"Morris, Chester Twp",AP Chester (McGowan) ,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=4368&active1=A,154 RT 206 Chester Twp NJ 07930,40.8013221,-74.7131766,NJ1407313
21,21,NJ1922397,APPALACHIAN MOTEL,"Sussex, Vernon Twp",Appalachian Motel,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=8888&active1=A,367 RT 94 Vernon NJ 07462,41.2057228,-74.4725974,NJ1922397
22,22,NJ1805390,APPLES & BOOKS LEARNING CENTER,"Somerset, Branchburg Twp",Apples & Books Learning Center (MARLBORO),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=8634&active1=A,1036 RT 202 S Branchburg Twp NJ 08876,40.5643119,-74.6948848,NJ1805390
23,23,NJ1002318,ASBURY GRAPHITE MILLS (O,"Hunterdon, Bethlehem Twp",Asbury Graphite Mills - Mill (McGowan) ,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=3457&active1=A,156 ASBURY WEST PORTAL RD Asbury NJ 08802,40.693652,-75.0107537,NJ1002318
24,24,NJ2105326,ASBURY GRAPHITE MILLS INC,"Warren, Franklin Twp",Asbury Graphite Mills - Office (McGowan),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=8379&active1=A,405 OLD MAIN ST AKA WEST PORTAL ASBURY RD Asbury NJ 08802,40.6997446,-75.0119861,NJ2105326
25,25,NJ1414316,B & J MARKET,"Morris, Jefferson Twp",B&J Market,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=4684&active1=A,5 EDISON RD Lake Hopatcong NJ 07849,40.9597487,-74.61215829999999,NJ1414316
26,26,NJ1602301,SHELL OIL CO,"Passaic, Clifton",B.P Gas Station Clifton/Shell (McGowan),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=6541&active1=A,300 RT 3 WEST BOUND Clifton NJ 07014,40.829146,-74.1368172,NJ1602301
27,27,NJ1902317,RAYS INN,"Sussex, Andover Twp",Bare Den (X Rays),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=8100&active1=A,641 RT 206 Andover Twp NJ 07860,41.009834,-74.76052039999999,NJ1902317
28,28,NJ1106339,BCJ&R,"Mercer, Hopewell Twp",BCJ&R (MARLBORO),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=3337&active1=A,2425 PENNINGTON RD Hopewell Twp NJ 08560,40.2991132,-74.7862327,NJ1106339
29,29,NJ1414413,BEANSTALK ACADEMY 2,"Morris, Roxbury",Beanstalk Academy 2,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=5012&active1=A,155 LAKESIDE BLVD Landing NJ 07850,40.9080929,-74.6668543,NJ1414413
30,30,NJ2123318,BELVIDERE DINER,"Warren, White Twp",Belvidere Diner (Flavorz Bar and Grill),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=8542&active1=A,475 RT 46 EAST White Twp NJ 07829,40.8403631,-75.0342986,NJ2123318
31,31,NJ1022305,BERRY PATCH EARLY LEARNING,"Hunterdon, Flemington",Berry Patch,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=3695&active1=A,1083 COUNTRY RD 523 Readington Twp NJ 08889,40.5396305,-74.83403559999999,NJ1022305
32,32,NJ1432330,BLACK RIVER BARN,"Morris, Randolph",Black River Barn,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=6064&active1=A,1178 RT 10 WEST Randolph Twp NJ 07869,40.8617525,-74.6261814,NJ1432330
33,33,NJ1805376,BRANCHBURG FAMILY HEALTH CENTER,"Somerset, Branchburg Twp",Branchburg Family Health Center (MARLBORO - Inactive PWS),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/WSDetail.jsp?tinwsys=7227,2143 SOUTH BRANCH RD Branchburg Twp NJ 08876,40.5455258,-74.7011957,NJ1805376
34,34,NJ1806302,BRIDGEWATER INN,"Somerset, Bridgewater Twp",Bridgewater Inn ** Call Pei Tsai (908-346-3662) 3 days in advance to schedule. ,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=7241&active1=A,1271 RT 22 WEST Bridgewater NJ 08807,40.5787251,-74.5804248,NJ1806302
35,35,NJ1021426,BRITE SIDE ADULT CARE CENTER,"Hunterdon, Raritan Twp",Briteside Adult Care,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=3628&active1=A,16 SAND HILL RD Raritan Twp NJ 08822,40.5380521,-74.8612899,NJ1021426
36,36,NJ1427374,BUDD LAKE DINER,"Morris, Mount Olive",Budd Lake Diner,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=4472&active1=A,120 RT 46 Budd Lake NJ 07828,40.882044,-74.7316139,NJ1427374
37,37,NJ1019336,BUNNVALE ASSEMBLY OF GOD,"Hunterdon, Lebanon Twp",Bunnvale Assembly of God,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=4314&active1=A,285 RT 513 Lebanon Twp NJ 07830,40.7018761,-74.8842001,NJ1019336
38,38,NJ0317303,BURLINGTON CNTY SPEC SRV,"Burlington, Lumbertown Twp.",Burlington County Special Services (MARLBORO),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=1753&active1=A,71 ARK RD Lumberton NJ 08060,39.9325902,-74.8524493,NJ0317303
39,39,NJ1403001,BUTLER WATER DEPT,"Morris, Butler Boro",Butler,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=396&active1=A,100 CASCADE WAY Kinnelon NJ 07405,40.9940342,-74.3512598,NJ1403001
40,40,NJ1904319,BYRAM TWP FIRE CO,"Sussex, Byram Twp",Byram Fire Dept,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=7025&active1=A,255 RT 206 Andover NJ 07821,40.9997131,-74.7487892,NJ1904319
41,41,NJ1904302,BYRAM LAKES ELEM SCHOOL,"Sussex, Byram Twp",Byram Lakes Elementary School (McGowan),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=6952&active1=A,12 MANSFIELD DR Byram Twp NJ 07874,40.9350747,-74.70508269999999,NJ1904302
42,42,NJ1904311,TOWNSHIP OF BYRAM MUNIC,"Sussex, Byram Twp",Byram Municipal Building ***must call Mike Orgera 24hr ahead to sch @973-769-0843 or 973-347-2500 ext 137,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=7017&active1=A,10 MANSFIELD DR Byram Twp NJ 07874,40.9365668,-74.7066787,NJ1904311
43,43,NJ1106362,CAMELOT NURSERY SCHOOL,"Mercer, Hopewell Twp",Camelot Nursery School (MARLBORO),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=3417&active1=A,31 FLOWER HILL DR Hopewell Twp NJ 08534,40.2898296,-74.7764739,NJ1106362
44,44,NJ1902308,CASA BELLISIMA,"Sussex, Andover Twp",Casa Bellisima,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=8091&active1=A,269 NEWTON SPARTA RD Andover Twp NJ 07860,41.0367427,-74.69598239999999,NJ1902308
45,45,NJ1432311,CASA DE PASTA,"Morris, Randolph","Casa De Pasta (call ahead to schedule, restaurant not open every day)",https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=5987&active1=A,1438 SUSSEX TPKE Randolph Twp NJ 07869,40.8454261,-74.60833769999999,NJ1432311
46,46,NJ0704001,CEDAR GROVE WATER DEPT,"Essex, Cedar Grove Twp",Cedar Grove Water Dept (Call/email Mike Grasso),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=117&active1=A,340 LITTLE FALLS RD Cedar Grove NJ 07009,40.8653511,-74.2235556,NJ0704001
47,47,NJ1904354,CENTER OF HUMANISTIC CHANGE,"Sussex, Byram Twp",Center for Humanistic Change,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=7182&active1=A,12 RT 206 Byram Twp NJ 07874,40.9223067,-74.71788649999999,NJ1904354
48,48,NJ1309422,CHASE NJ1- 0072,"Monmouth, Colts Neck Twp",Chase Bank (MARLBORO),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=8959&active1=A,80 STATE RTE 34 SOUTH Colts Neck NJ 07722,40.2358887,-74.1505351,NJ1309422
49,49,NJ1809304,CHENGDU 1 PALACE INC,"Somerset, Green Brook Twp.",Chengdu Palace (MARLBORO),https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=7630&active1=A,100 RT 22 WEST Green Brook Twp NJ 08812,40.6060389,-74.4717502,NJ1809304
50,50,NJ1407303,BLACK RIVER MIDDLE SCHOOL,"Morris, Chester Twp",Chester BOE Black River MS (McGowan) *Contact Evan*,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=5564&active1=A,133 NORTH RD Chester Twp NJ 07930,40.796475,-74.6725203,NJ1407303
51,51,NJ1407300,BRAGG ELEMENTARY SCHOOL,"Morris, Chester Twp",Chester BOE Bragg School (McGowan) *Contact Evan*,https://www9.state.nj.us/DEP_WaterWatch_public/JSP/Scheds.jsp?tinwsys=5561&active1=A,250 RT 24 Chester Twp NJ 07930,40.783597,-74.6794379,NJ1407300
